,Society,Location,Rent,Carpet Area,Rate,BHK,Bath,Furnished,Power Back Up,Lift,Swimming Pool,Gym,Loc
993,OTHER,GOREGAON EAST,64600.0,850.0,76.0,2.0,2.0,1.0,0,0,0,0,OTHER GOREGAON EAST
994,SWAPNALOK TOWER,GOKULDHAM,65320.0,920.0,71.0,3.0,3.0,0.0,1,1,1,1,SWAPNALOK TOWER GOKULDHAM
995,SWAPNALOK TOWER,FILM CITY ROAD,64600.0,850.0,76.0,3.0,3.0,0.0,1,1,1,1,SWAPNALOK TOWER FILM CITY ROAD
996,SWAPNALOK TOWER,GOREGAON EAST,64600.0,850.0,76.0,3.0,3.0,1.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
997,OMKAR ANANTA,GOREGAON EAST,64953.0,1031.0,63.0,2.0,2.0,1.0,1,1,0,1,OMKAR ANANTA GOREGAON EAST
998,LALANI VELENTINE APARTMENT CHS,FILM CITY ROAD,65000.0,650.0,100.0,2.0,2.0,1.0,0,0,0,0,LALANI VELENTINE APARTMENT CHS FILM CITY ROAD
999,VELENTINE APARTMENT VI,FILM CITY ROAD,65250.0,750.0,87.0,2.0,2.0,1.0,1,1,0,0,VELENTINE APARTMENT VI FILM CITY ROAD
1000,OTHER,GOREGAON WEST,60300.0,900.0,67.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1001,OMKAR ANANTA,GOREGAON EAST,60270.0,735.0,82.0,2.0,2.0,1.0,1,1,0,1,OMKAR ANANTA GOREGAON EAST
1002,VASANT VALLEY COMPLEX,FILM CITY ROAD,60200.0,700.0,86.0,2.0,2.0,0.5,1,1,1,0,VASANT VALLEY COMPLEX FILM CITY ROAD
1003,VELENTINE APARTMENT VI,FILM CITY ROAD,60350.0,850.0,71.0,2.0,2.0,1.0,1,1,0,0,VELENTINE APARTMENT VI FILM CITY ROAD
1004,OTHER,GOREGAON WEST,59940.0,810.0,74.0,3.0,2.0,1.0,0,0,0,0,OTHER GOREGAON WEST
1005,OMKAR ANANTA,SANTOSH NAGAR,60000.0,750.0,80.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA SANTOSH NAGAR
1006,WADHWA ANMOL TOWER,GOREGAON WEST,60000.0,750.0,80.0,2.0,2.0,0.5,1,1,1,1,WADHWA ANMOL TOWER GOREGAON WEST
1007,OMKAR ANANTA,FILM CITY ROAD,59760.0,720.0,83.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
1008,RUSHI HEIGHTS,FILM CITY ROAD,60000.0,750.0,80.0,2.0,2.0,0.0,1,1,1,1,RUSHI HEIGHTS FILM CITY ROAD
1009,SUNTECK CITY,GOREGAON WEST,58930.0,710.0,83.0,2.0,2.0,0.0,0,0,1,1,SUNTECK CITY GOREGAON WEST
1010,OTHER,GOREGAON WEST,56240.0,740.0,76.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1011,RUSHI HEIGHTS,FILM CITY ROAD,55890.0,690.0,81.0,2.0,2.0,0.5,1,1,1,1,RUSHI HEIGHTS FILM CITY ROAD
1012,OTHER,GOREGAON WEST,55000.0,550.0,100.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1013,JP DECKS BLUE,GOREGAON EAST,55250.0,650.0,85.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
1014,OMKAR ANANTA,FILM CITY,54995.0,647.0,85.0,2.0,2.0,1.0,1,1,0,1,OMKAR ANANTA FILM CITY
1015,OTHER,GOREGAON WEST,55300.0,700.0,79.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1016,LALANI GRANDEUR,FILM CITY ROAD,55080.0,680.0,81.0,2.0,2.0,0.0,1,1,1,1,LALANI GRANDEUR FILM CITY ROAD
1017,OMKAR ANANTA,FILM CITY ROAD,55146.0,707.0,78.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
1018,RUSHI HEIGHTS,FILM CITY ROAD,55200.0,690.0,80.0,2.0,2.0,0.0,1,1,1,1,RUSHI HEIGHTS FILM CITY ROAD
1019,GARDEN ESTATE,GOREGAON WEST,49780.0,655.0,76.0,2.0,2.0,0.5,1,1,1,1,GARDEN ESTATE GOREGAON WEST
1020,OTHER,GOREGAON WEST,50050.0,650.0,77.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1021,OTHER,GOREGAON WEST,45000.0,600.0,75.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1022,SADGURU COMPLEX,GOREGAON EAST,44850.0,690.0,65.0,2.0,2.0,0.5,1,1,0,1,SADGURU COMPLEX GOREGAON EAST
1023,RAHEJA HEIGHTS PHASE,GOKULDHAM,45000.0,500.0,90.0,1.0,1.0,0.0,1,1,1,1,RAHEJA HEIGHTS PHASE GOKULDHAM
1024,SWAPNALOK TOWER,FILM CITY ROAD,45150.0,430.0,105.0,2.0,2.0,0.5,1,1,1,1,SWAPNALOK TOWER FILM CITY ROAD
1025,RAHEJA HEIGHTS,FILM CITY ROAD,43026.0,426.0,101.0,1.0,1.0,0.0,0,0,0,0,RAHEJA HEIGHTS FILM CITY ROAD
1026,RAHEJA HEIGHTS PHASE,FILM CITY ROAD,40050.0,450.0,89.0,1.0,1.0,0.0,1,1,1,1,RAHEJA HEIGHTS PHASE FILM CITY ROAD
1027,LALANI GRANDEUR,GOKULDHAM,40194.0,406.0,99.0,1.0,1.0,1.0,1,1,1,1,LALANI GRANDEUR GOKULDHAM
1028,OTHER,GOREGAON WEST,40150.0,550.0,73.0,1.0,1.0,0.5,0,0,0,0,OTHER GOREGAON WEST
1029,CONWOOD ASTORIA,GOKULDHAM,40050.0,450.0,89.0,1.0,2.0,0.5,1,1,1,1,CONWOOD ASTORIA GOKULDHAM
1030,CONWOOD ASTORIA,GOREGAON EAST,39160.0,440.0,89.0,1.0,2.0,0.5,1,1,1,1,CONWOOD ASTORIA GOREGAON EAST
1031,CONWOOD ASTORIA,GOKULDHAM,39160.0,445.0,88.0,1.0,2.0,0.0,1,1,1,1,CONWOOD ASTORIA GOKULDHAM
1032,CONWOOD ASTORIA,SAI BABA COMPLEX,38000.0,400.0,95.0,1.0,1.0,0.5,1,1,1,1,CONWOOD ASTORIA SAI BABA COMPLEX
1033,CONWOOD ASTORIA,GOKULDHAM,37800.0,450.0,84.0,1.0,2.0,0.0,1,1,1,1,CONWOOD ASTORIA GOKULDHAM
1034,CONWOOD ASTORIA,FILM CITY ROAD,37840.0,440.0,86.0,1.0,2.0,0.5,1,1,1,1,CONWOOD ASTORIA FILM CITY ROAD
1035,CONWOOD ASTORIA,GOKULDHAM,38000.0,400.0,95.0,1.0,2.0,0.0,1,1,1,1,CONWOOD ASTORIA GOKULDHAM
1036,CONWOOD ASTORIA,GOREGAON EAST,37840.0,440.0,86.0,1.0,1.0,0.0,1,1,1,1,CONWOOD ASTORIA GOREGAON EAST
1037,CONWOOD ASTORIA,GOKULDHAM,37968.0,452.0,84.0,1.0,2.0,0.0,1,1,1,1,CONWOOD ASTORIA GOKULDHAM
1038,CONWOOD ASTORIA,FILM CITY,37840.0,440.0,86.0,1.0,2.0,0.5,1,1,1,1,CONWOOD ASTORIA FILM CITY
1039,CONWOOD ASTORIA,GOREGAON EAST,37840.0,440.0,86.0,1.0,2.0,0.0,1,1,1,1,CONWOOD ASTORIA GOREGAON EAST
1040,CONWOOD ASTORIA,GOKULDHAM,37840.0,440.0,86.0,1.0,2.0,0.5,1,1,1,1,CONWOOD ASTORIA GOKULDHAM
1041,OTHER,GOREGAON EAST,36900.0,450.0,82.0,1.0,1.0,0.5,0,0,0,0,OTHER GOREGAON EAST
1042,CONWOOD ASTORIA,GOKULDHAM,36975.0,425.0,87.0,1.0,2.0,0.0,1,1,1,1,CONWOOD ASTORIA GOKULDHAM
1043,CONWOOD ASTORIA,GOREGAON EAST,36960.0,440.0,84.0,1.0,1.0,0.0,1,1,1,1,CONWOOD ASTORIA GOREGAON EAST
1044,CONWOOD ASTORIA,FILM CITY ROAD,36960.0,440.0,84.0,1.0,2.0,0.5,1,1,1,1,CONWOOD ASTORIA FILM CITY ROAD
1045,CONWOOD ASTORIA,SAI BABA COMPLEX,35880.0,460.0,78.0,1.0,2.0,0.0,1,1,1,1,CONWOOD ASTORIA SAI BABA COMPLEX
1046,CONWOOD ASTORIA,UMERSHET PADA,36080.0,440.0,82.0,1.0,2.0,0.5,1,1,1,1,CONWOOD ASTORIA UMERSHET PADA
1047,VALENTINE APARTMENT VI,FILM CITY ROAD,34860.0,420.0,83.0,1.0,2.0,1.0,1,1,0,1,VALENTINE APARTMENT VI FILM CITY ROAD
1048,VALENTINE APARTMENT VI,FILM CITY ROAD,34860.0,420.0,83.0,1.0,2.0,1.0,1,1,0,1,VALENTINE APARTMENT VI FILM CITY ROAD
1049,PRAYAG HEIGHTS,GOREGAON EAST,31844.0,419.0,76.0,1.0,2.0,0.0,0,1,1,1,PRAYAG HEIGHTS GOREGAON EAST
1050,OTHER,GOREGAON WEST,31950.0,450.0,71.0,1.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1051,OTHER,GOREGAON WEST,31980.0,410.0,78.0,1.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1052,OTHER,GOREGAON WEST,32000.0,400.0,80.0,1.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1053,PRAYAG HEIGHTS,FILM CITY ROAD,31160.0,380.0,82.0,1.0,2.0,0.0,0,1,1,1,PRAYAG HEIGHTS FILM CITY ROAD
1054,OTHER,GOREGAON WEST,30150.0,450.0,67.0,1.0,2.0,1.0,0,0,0,0,OTHER GOREGAON WEST
1055,OTHER,GOREGAON WEST,30175.0,425.0,71.0,1.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1056,OTHER,GOREGAON WEST,30175.0,425.0,71.0,1.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1057,OTHER,GOREGAON WEST,29930.0,410.0,73.0,1.0,1.0,0.0,0,0,0,0,OTHER GOREGAON WEST
1058,BHOOMI SAMARTH,GOREGAON EAST,29155.0,343.0,85.0,1.0,2.0,0.0,0,0,0,0,BHOOMI SAMARTH GOREGAON EAST
1059,WADHWA ANMOL TOWER,GOREGAON WEST,65250.0,1450.0,45.0,3.0,3.0,0.5,1,1,1,1,WADHWA ANMOL TOWER GOREGAON WEST
1060,RESIDENTIAL HOUSE FOR RENT,AAREY MILK COLONY,25000.0,500.0,50.0,1.0,2.0,0.5,0,0,0,0,RESIDENTIAL HOUSE FOR RENT AAREY MILK COLONY
1061,OTHER,GOREGAON WEST,25000.0,500.0,50.0,1.0,1.0,0.5,0,0,0,0,OTHER GOREGAON WEST
1062,OTHER,GOREGAON EAST,18055.0,785.0,23.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON EAST
1063,OBEROI ESQUIRE,GOREGAON EAST,300186.0,1962.0,153.0,4.0,6.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1064,OBEROI ESQUIRE,GOREGAON EAST,280302.0,2046.0,137.0,4.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1065,OBEROI ESQUIRE,GOREGAON EAST,280800.0,1950.0,144.0,4.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1066,OBEROI ESQUIRE,AAREY MILK COLONY,270072.0,2046.0,132.0,4.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE AAREY MILK COLONY
1067,OBEROI ESQUIRE,GOREGAON EAST,250971.0,2261.0,111.0,4.0,6.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1068,OBEROI ESQUIRE,GOREGAON EAST,248710.0,3230.0,77.0,4.0,6.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1069,RUSTOMJEE OZONE,GOREGAON WEST,250800.0,2200.0,114.0,4.0,5.0,0.0,1,1,1,1,RUSTOMJEE OZONE GOREGAON WEST
1070,OBEROI ESQUIRE,GOREGAON EAST,239364.0,1962.0,122.0,4.0,6.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1071,KALPATARU PINNACLE,GOREGAON WEST,225400.0,1960.0,115.0,4.0,4.0,0.0,1,1,1,1,KALPATARU PINNACLE GOREGAON WEST
1072,OTHER,AZAD NAGAR,200000.0,800.0,250.0,2.0,1.0,1.0,0,0,0,0,OTHER AZAD NAGAR
1073,OBEROI ESQUIRE,GOREGAON EAST,199500.0,2660.0,75.0,6.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1074,OBEROI WOODS,GOREGAON EAST,189600.0,2400.0,79.0,6.0,4.0,0.0,1,1,1,1,OBEROI WOODS GOREGAON EAST
1075,DB WOODS,GOKULDHAM,184800.0,2400.0,77.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
1076,MANAVSTHAL,GOREGAON EAST,180200.0,1700.0,106.0,3.0,4.0,0.0,0,0,0,0,MANAVSTHAL GOREGAON EAST
1077,OBEROI ESQUIRE,GOREGAON EAST,175260.0,1380.0,127.0,3.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1078,OBEROI ESQUIRE,GOREGAON EAST,174976.0,1367.0,128.0,3.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1079,OBEROI ESQUIRE,GOREGAON EAST,175500.0,1350.0,130.0,3.0,3.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1080,DB WOODS,GOKULDHAM,175100.0,1700.0,103.0,4.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
1081,DB WOODS,GOREGAON EAST,176000.0,2200.0,80.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
1082,OBEROI ESQUIRE,GOREGAON EAST,164920.0,1330.0,124.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1083,OBEROI ESQUIRE,GOREGAON EAST,165407.0,1367.0,121.0,3.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1084,OBEROI ESQUIRE,GOREGAON EAST,165407.0,1367.0,121.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1085,OBEROI ESQUIRE,GOREGAON EAST,159600.0,1330.0,120.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1086,OBEROI ESQUIRE,GOREGAON EAST,159600.0,1330.0,120.0,3.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1087,OTHER,YASHODHAM,159900.0,1300.0,123.0,3.0,3.0,0.0,0,0,0,0,OTHER YASHODHAM
1088,OBEROI ESQUIRE,GOREGAON EAST,159600.0,1330.0,120.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1089,OBEROI ESQUIRE,AAREY MILK COLONY,159600.0,1330.0,120.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE AAREY MILK COLONY
1090,OBEROI ESQUIRE,AAREY MILK COLONY,160484.0,1514.0,106.0,3.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE AAREY MILK COLONY
1091,OBEROI ESQUIRE,AAREY MILK COLONY,159600.0,1330.0,120.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE AAREY MILK COLONY
1092,OBEROI ESQUIRE,AAREY MILK COLONY,160484.0,1514.0,106.0,3.0,5.0,0.0,1,1,1,1,OBEROI ESQUIRE AAREY MILK COLONY
1093,OBEROI ESQUIRE,GOREGAON EAST,155610.0,1330.0,117.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1094,OBEROI ESQUIRE,GOREGAON EAST,155610.0,1330.0,117.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1095,OBEROI ESQUIRE,GOREGAON EAST,155610.0,1330.0,117.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1096,OBEROI ESQUIRE,GOREGAON EAST,155400.0,1400.0,111.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1097,OBEROI ESQUIRE,AAREY MILK COLONY,155610.0,1330.0,117.0,3.0,4.0,0.0,1,1,1,1,OBEROI ESQUIRE AAREY MILK COLONY
1098,DB WOODS,GOREGAON EAST,154160.0,1880.0,82.0,4.0,4.0,1.0,0,1,1,1,DB WOODS GOREGAON EAST
1099,OBEROI ESQUIRE,GOREGAON EAST,151620.0,1330.0,114.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1100,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1101,DB WOODS,GOREGAON EAST,149240.0,1820.0,82.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
1102,OBEROI ESQUIRE,GOREGAON EAST,150290.0,1330.0,113.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1103,RAHEJA RIDGEWOOD,CAMA INDUSTRIAL ESTATE,149460.0,1590.0,94.0,4.0,4.0,0.0,0,0,1,1,RAHEJA RIDGEWOOD CAMA INDUSTRIAL ESTATE
1104,DB WOODS,GOREGAON EAST,149400.0,1800.0,83.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
1105,IMPERIAL HEIGHTS,GOREGAON WEST,150000.0,1500.0,100.0,4.0,4.0,1.0,1,1,1,1,IMPERIAL HEIGHTS GOREGAON WEST
1106,IMPERIAL HEIGHTS,GOREGAON WEST,150000.0,1500.0,100.0,4.0,4.0,1.0,1,1,1,1,IMPERIAL HEIGHTS GOREGAON WEST
1107,DB WOODS,GOKULDHAM,145200.0,1650.0,88.0,4.0,4.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
1108,OTHER,GOREGAON EAST,139400.0,1640.0,85.0,4.0,4.0,0.0,0,0,0,0,OTHER GOREGAON EAST
1109,OBEROI ESQUIRE,GOREGAON EAST,135333.0,1367.0,99.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1110,JP DECKS BLUE,GOKULDHAM,134400.0,1680.0,80.0,4.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
1111,OBEROI ESQUIRE,GOREGAON EAST,130340.0,1330.0,98.0,3.0,4.0,0.5,1,1,1,1,OBEROI ESQUIRE GOREGAON EAST
1112,OTHER,GOREGAON EAST,129720.0,1081.0,120.0,3.0,3.0,0.0,0,0,0,0,OTHER GOREGAON EAST
1113,OTHER,GOREGAON EAST,129500.0,1750.0,74.0,4.0,4.0,0.0,0,0,0,0,OTHER GOREGAON EAST
1114,DB WOODS,GOKULDHAM,125300.0,1253.0,100.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
1115,LODHA FIORENZA,GOREGAON EAST,119886.0,1378.0,87.0,3.0,5.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
1116,LODHA FIORENZA,CAMA INDUSTRIAL ESTATE,120372.0,1433.0,84.0,3.0,4.0,0.0,1,1,1,1,LODHA FIORENZA CAMA INDUSTRIAL ESTATE
1117,OTHER,GOREGAON EAST,119991.0,1081.0,111.0,3.0,3.0,0.5,0,0,0,0,OTHER GOREGAON EAST
1118,OBEROI EXQUISITE,GOREGAON EAST,119991.0,1081.0,111.0,3.0,3.0,0.0,1,1,1,1,OBEROI EXQUISITE GOREGAON EAST
1119,OTHER,MAHESH NAGAR,115000.0,1250.0,92.0,3.0,3.0,1.0,0,0,0,0,OTHER MAHESH NAGAR
1120,IMPERIAL HEIGHTS,GOREGAON WEST,109500.0,1500.0,73.0,4.0,4.0,0.0,1,1,1,1,IMPERIAL HEIGHTS GOREGAON WEST
1121,IMPERIAL HEIGHTS,GOREGAON WEST,109500.0,1500.0,73.0,4.0,4.0,0.0,1,1,1,1,IMPERIAL HEIGHTS GOREGAON WEST
1122,LODHA FIORENZA,GOREGAON EAST,110000.0,1100.0,100.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
1123,LODHA FIORENZA,GOREGAON EAST,110416.0,1072.0,103.0,3.0,3.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
1124,OBEROI WOODS,AAREY MILK COLONY,109800.0,900.0,122.0,3.0,3.0,0.0,1,1,1,1,OBEROI WOODS AAREY MILK COLONY
1125,GOKULDHAM,FILM CITY ROAD,110352.0,1254.0,88.0,3.0,2.0,0.0,0,0,0,0,GOKULDHAM FILM CITY ROAD
1126,IMPERIAL HEIGHTS,GOREGAON WEST,105000.0,1500.0,70.0,4.0,4.0,0.0,1,1,1,1,IMPERIAL HEIGHTS GOREGAON WEST
1127,JP DECKS BLUE,GOREGAON EAST,100800.0,1800.0,56.0,3.0,3.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
1128,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,100000.0,1250.0,80.0,3.0,3.0,1.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
1129,IMPERIAL HEIGHTS,GOREGAON WEST,100500.0,1500.0,67.0,4.0,4.0,0.0,1,1,1,1,IMPERIAL HEIGHTS GOREGAON WEST
