,Society,Location,Rent,Carpet Area,Rate,BHK,Bath,Furnished,Power Back Up,Lift,Swimming Pool,Gym,Loc
180,OBEROI WOODS,GOKULDHAM,90100.0,850.0,106.0,3.0,3.0,1.0,1,1,1,1,OBEROI WOODS GOKULDHAM
181,LODHA FIORENZA,GOREGAON EAST,89610.0,870.0,103.0,2.0,2.0,1.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
182,ROMELL AETHER,GOREGAON EAST,89700.0,1150.0,78.0,3.0,3.0,0.5,0,0,1,0,ROMELL AETHER GOREGAON EAST
183,ROMELL AETHER,GOREGAON EAST,90200.0,1100.0,82.0,3.0,3.0,0.0,0,0,1,0,ROMELL AETHER GOREGAON EAST
184,OTHER,GOREGAON EAST,90300.0,1050.0,86.0,3.0,3.0,0.0,0,0,0,0,OTHER GOREGAON EAST
185,LODHA FIORENZA,GOREGAON EAST,89880.0,840.0,107.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
186,DB WOODS,GOREGAON EAST,90395.0,895.0,101.0,3.0,3.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
187,DB WOODS,GOKULDHAM,90100.0,850.0,106.0,3.0,1.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
188,OTHER,GOREGAON EAST,89460.0,1278.0,70.0,3.0,3.0,1.0,0,0,0,0,OTHER GOREGAON EAST
189,ROMELL AETHER,GOREGAON EAST,88450.0,1450.0,61.0,3.0,3.0,0.5,0,0,1,0,ROMELL AETHER GOREGAON EAST
190,DB WOODS,GOREGAON EAST,88480.0,1120.0,79.0,3.0,2.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
191,LODHA FIORENZA,GOREGAON EAST,86790.0,789.0,110.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
192,LODHA FIORENZA,GOREGAON EAST,86330.0,890.0,97.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
193,DB WOODS,GOKULDHAM,85196.0,1121.0,76.0,3.0,2.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
194,LODHA FIORENZA,GOREGAON EAST,85440.0,890.0,96.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
195,LODHA FIORENZA,GOREGAON EAST,85260.0,870.0,98.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
196,OBEROI WOODS,AAREY MILK COLONY,84550.0,950.0,89.0,3.0,3.0,0.0,1,1,1,1,OBEROI WOODS AAREY MILK COLONY
197,IMPERIAL HEIGHTS THE EPITOME,GOREGAON WEST,84500.0,1300.0,65.0,3.0,3.0,0.0,0,0,0,0,IMPERIAL HEIGHTS THE EPITOME GOREGAON WEST
198,OTHER,GOREGAON EAST,84000.0,3000.0,28.0,3.0,3.0,0.5,0,0,0,0,OTHER GOREGAON EAST
199,LODHA FIORENZA,GOREGAON EAST,84840.0,840.0,101.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
200,SUNTECK CITY AVENUE,GOREGAON WEST,85050.0,1050.0,81.0,3.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
201,ROMELL AETHER,GOREGAON EAST,85050.0,1350.0,63.0,3.0,3.0,0.5,0,0,1,0,ROMELL AETHER GOREGAON EAST
202,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,85000.0,1250.0,68.0,3.0,3.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
203,OTHER,KRISHNA NAGAR,85150.0,650.0,131.0,2.0,2.0,1.0,0,0,0,0,OTHER KRISHNA NAGAR
204,LODHA FIORENZA,GOREGAON EAST,85440.0,890.0,96.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
205,SUNTECK CITY AVENUE,GOREGAON WEST,84864.0,1088.0,78.0,3.0,3.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
206,OBEROI WOODS,GOREGAON EAST,84550.0,950.0,89.0,3.0,3.0,0.5,1,1,1,1,OBEROI WOODS GOREGAON EAST
207,SUNTECK CITY,GOREGAON WEST,85320.0,1080.0,79.0,3.0,3.0,0.0,0,0,1,1,SUNTECK CITY GOREGAON WEST
208,SUNTECK CITY AVENUE II,GOREGAON WEST,84630.0,910.0,93.0,3.0,3.0,1.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
209,OTHER,GOREGAON WEST,84660.0,1020.0,83.0,3.0,3.0,0.5,0,0,0,0,OTHER GOREGAON WEST
210,ROMELL AETHER,GOREGAON EAST,85000.0,1000.0,85.0,3.0,3.0,1.0,0,0,1,0,ROMELL AETHER GOREGAON EAST
211,DB WOODS,FILM CITY ROAD,85140.0,860.0,99.0,3.0,3.0,0.0,0,1,1,1,DB WOODS FILM CITY ROAD
212,LAKSHCHANDI HEIGHT,GOREGAON EAST,85470.0,1110.0,77.0,2.0,2.0,1.0,1,1,1,1,LAKSHCHANDI HEIGHT GOREGAON EAST
213,OTHER,GOREGAON WEST,85000.0,1000.0,85.0,3.0,3.0,0.5,0,0,0,0,OTHER GOREGAON WEST
214,LAKSHCHANDI HEIGHT,GOKULDHAM,85085.0,1105.0,77.0,3.0,3.0,0.0,1,1,1,1,LAKSHCHANDI HEIGHT GOKULDHAM
215,OTHER,GOREGAON WEST,84660.0,1411.0,60.0,3.0,3.0,1.0,0,0,0,0,OTHER GOREGAON WEST
216,SUNTECK CITY,GOREGAON WEST,85000.0,1000.0,85.0,3.0,3.0,1.0,0,0,1,1,SUNTECK CITY GOREGAON WEST
217,OBEROI WOODS,GOREGAON EAST,83600.0,880.0,95.0,3.0,2.0,0.0,1,1,1,1,OBEROI WOODS GOREGAON EAST
218,LAKSHACHANDI APARTMENTS,GOKULDHAM,84000.0,1120.0,75.0,3.0,3.0,0.0,1,1,1,1,LAKSHACHANDI APARTMENTS GOKULDHAM
219,OBEROI WOODS,AAREY MILK COLONY,82800.0,900.0,92.0,3.0,3.0,0.0,1,1,1,1,OBEROI WOODS AAREY MILK COLONY
220,SUNTECK CITY AVENUE,GOREGAON WEST,82688.0,1088.0,76.0,3.0,3.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
221,SUNTECK CITY AVENUE II,GOREGAON WEST,82176.0,856.0,96.0,3.0,3.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
222,LODHA FIORENZA,GOREGAON EAST,82056.0,789.0,104.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
223,DB WOODS,GOREGAON EAST,81840.0,930.0,88.0,3.0,2.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
224,OTHER,GOREGAON EAST,82400.0,800.0,103.0,2.0,2.0,1.0,0,0,0,0,OTHER GOREGAON EAST
225,RESIDENTIAL HOUSE FOR RENT,GOREGAON EAST,79200.0,1800.0,44.0,3.0,3.0,1.0,0,0,0,0,RESIDENTIAL HOUSE FOR RENT GOREGAON EAST
227,SUNTECK CITY AVENUE,GOREGAON WEST,79640.0,905.0,88.0,2.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
228,OBEROI WOODS,GOREGAON EAST,79680.0,996.0,80.0,3.0,2.0,0.0,1,1,1,1,OBEROI WOODS GOREGAON EAST
229,OTHER,GOREGAON EAST,79800.0,950.0,84.0,3.0,2.0,0.5,0,0,0,0,OTHER GOREGAON EAST
230,SUNTECK CITY AVENUE,GOREGAON WEST,80512.0,1088.0,74.0,3.0,3.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
231,SUNTECK CITY AVENUE,GOREGAON WEST,80512.0,1088.0,74.0,3.0,3.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
232,LODHA FIORENZA,AAREY MILK COLONY,79689.0,789.0,101.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA AAREY MILK COLONY
233,LODHA FIORENZA,GOREGAON EAST,79689.0,789.0,101.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
234,LODHA FIORENZA,GOREGAON EAST,79689.0,789.0,101.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
235,LODHA FIORENZA,GOREGAON EAST,79672.0,866.0,92.0,2.0,2.0,0.0,1,1,1,1,LODHA FIORENZA GOREGAON EAST
236,OTHER,GOKULDHAM,79875.0,1125.0,71.0,3.0,3.0,0.0,0,0,0,0,OTHER GOKULDHAM
237,SUNTECK CITY AVENUE,GOREGAON WEST,80512.0,1088.0,74.0,3.0,3.0,0.5,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
238,OTHER,BANGUR NAGAR,79800.0,1400.0,57.0,3.0,4.0,1.0,0,0,0,0,OTHER BANGUR NAGAR
239,OBEROI WOODS,AAREY MILK COLONY,80100.0,900.0,89.0,3.0,3.0,0.0,1,1,1,1,OBEROI WOODS AAREY MILK COLONY
240,ROMELL AETHER,GOREGAON EAST,80442.0,981.0,82.0,3.0,3.0,0.0,0,0,1,0,ROMELL AETHER GOREGAON EAST
241,OTHER,GOREGAON EAST,79800.0,1400.0,57.0,3.0,3.0,1.0,0,0,0,0,OTHER GOREGAON EAST
242,IMPERIAL HEIGHTS THE EPITOME,GOREGAON WEST,79950.0,1025.0,78.0,3.0,2.0,0.0,0,0,0,0,IMPERIAL HEIGHTS THE EPITOME GOREGAON WEST
243,WADHWA ANMOL TOWER,GOREGAON WEST,80300.0,1100.0,73.0,3.0,3.0,1.0,1,1,1,1,WADHWA ANMOL TOWER GOREGAON WEST
244,OTHER,GOREGAON WEST,80000.0,1000.0,80.0,3.0,3.0,1.0,0,0,0,0,OTHER GOREGAON WEST
245,JYOTI SUKRITI,GOREGAON EAST,80000.0,1000.0,80.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
246,LAKSHCHANDI HEIGHT,GOKULDHAM,79800.0,1050.0,76.0,3.0,3.0,1.0,1,1,1,1,LAKSHCHANDI HEIGHT GOKULDHAM
247,LAKSHCHANDI HEIGHT,GOKULDHAM,80000.0,1000.0,80.0,3.0,3.0,0.0,1,1,1,1,LAKSHCHANDI HEIGHT GOKULDHAM
248,LAKSHCHANDI HEIGHT,GOKULDHAM,79520.0,1120.0,71.0,3.0,3.0,0.0,1,1,1,1,LAKSHCHANDI HEIGHT GOKULDHAM
249,JYOTI SUKRITI,GOKULDHAM,80100.0,900.0,89.0,3.0,3.0,0.0,0,0,1,1,JYOTI SUKRITI GOKULDHAM
250,JYOTI SUKRITI,FILM CITY ROAD,79650.0,885.0,90.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI FILM CITY ROAD
251,WADHWA IMPERIAL HEIGHTS,GOREGAON WEST,78554.0,1267.0,62.0,3.0,2.0,0.0,1,0,1,0,WADHWA IMPERIAL HEIGHTS GOREGAON WEST
252,WADHWA ANMOL FORTUNE,GOREGAON WEST,77840.0,1112.0,70.0,3.0,3.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE GOREGAON WEST
253,SUNTECK CITY AVENUE,GOREGAON WEST,76160.0,1088.0,70.0,3.0,3.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
254,SUNTECK CITY AVENUE II,GOREGAON WEST,74866.0,902.0,83.0,3.0,3.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
255,DB WOODS,GOKULDHAM,74970.0,882.0,85.0,2.0,2.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
256,WADHWA ANMOL FORTUNE,GOREGAON WEST,74504.0,1112.0,67.0,3.0,3.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE GOREGAON WEST
257,SUNTECK CITY AVENUE II,GOREGAON WEST,75264.0,896.0,84.0,3.0,3.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
258,DB WOODS,GOKULDHAM,74620.0,910.0,82.0,2.0,2.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
259,RUSTOMJEE OZONE,GOREGAON WEST,74550.0,1050.0,71.0,3.0,3.0,0.0,1,1,1,1,RUSTOMJEE OZONE GOREGAON WEST
260,WADHWA ANMOL FORTUNE,GOREGAON WEST,75375.0,1125.0,67.0,3.0,3.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE GOREGAON WEST
261,SHETH POLARIS,GOREGAON WEST,74550.0,1050.0,71.0,3.0,3.0,0.5,1,1,1,1,SHETH POLARIS GOREGAON WEST
262,JYOTI SUKRITI,GOKULDHAM,74928.0,892.0,84.0,3.0,3.0,0.0,0,0,1,1,JYOTI SUKRITI GOKULDHAM
263,JYOTI SUKRITI,GOKULDHAM,74928.0,892.0,84.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
264,JYOTI SUKRITI,GOKULDHAM,74700.0,900.0,83.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
265,JYOTI SUKRITI,GOKULDHAM,74928.0,892.0,84.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
266,JYOTI SUKRITI,GOKULDHAM,74700.0,900.0,83.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
267,JYOTI SUKRITI,GOKULDHAM,75264.0,784.0,96.0,3.0,3.0,0.0,0,0,1,1,JYOTI SUKRITI GOKULDHAM
268,JYOTI SUKRITI,GOKULDHAM,74760.0,840.0,89.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
269,RAHEJA HEIGHTS PHASE,FILM CITY ROAD,74700.0,900.0,83.0,3.0,3.0,1.0,1,1,1,1,RAHEJA HEIGHTS PHASE FILM CITY ROAD
270,JYOTI SUKRITI,GOKULDHAM,74970.0,882.0,85.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
271,JYOTI SUKRITI,GOREGAON EAST,73870.0,890.0,83.0,3.0,3.0,0.0,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
272,WADHWA ANMOL FORTUNE,GOREGAON WEST,73392.0,1112.0,66.0,3.0,3.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE GOREGAON WEST
273,DB WOODS,GOKULDHAM,72890.0,985.0,74.0,2.0,2.0,0.0,0,1,1,1,DB WOODS GOKULDHAM
274,JYOTI SUKRITI,GOREGAON EAST,72900.0,900.0,81.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
275,SUNTECK CITY AVENUE,GOREGAON WEST,72896.0,1088.0,67.0,3.0,3.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
276,JYOTI SUKRITI,GOKULDHAM,72900.0,900.0,81.0,3.0,3.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
277,JYOTI SUKRITI,GOKULDHAM,73062.0,891.0,82.0,3.0,3.0,0.0,0,0,1,1,JYOTI SUKRITI GOKULDHAM
278,SUNTECK CITY AVENUE,BANGUR NAGAR,72000.0,1000.0,72.0,3.0,3.0,0.0,0,0,1,0,SUNTECK CITY AVENUE BANGUR NAGAR
279,OTHER,GOKULDHAM,72200.0,950.0,76.0,3.0,3.0,0.5,0,0,0,0,OTHER GOKULDHAM
280,DB WOODS,GOREGAON EAST,70000.0,1400.0,50.0,2.0,2.0,0.5,0,1,1,1,DB WOODS GOREGAON EAST
281,SUNTECK CITY AVENUE II,GOREGAON WEST,69576.0,892.0,78.0,3.0,3.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
282,SEJAL TOWER,GOREGAON WEST,70400.0,1100.0,64.0,3.0,3.0,0.0,0,1,0,1,SEJAL TOWER GOREGAON WEST
283,CHANDAK PALOMA,VISHVESHWAR NAGAR,70400.0,1100.0,64.0,3.0,2.0,0.0,0,0,0,1,CHANDAK PALOMA VISHVESHWAR NAGAR
284,SUNTECK CITY,GOREGAON WEST,70400.0,1100.0,64.0,3.0,3.0,0.0,0,0,1,1,SUNTECK CITY GOREGAON WEST
285,SUNTECK CITY AVENUE II,GOREGAON WEST,69888.0,896.0,78.0,3.0,3.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
286,OTHER,GOKULDHAM,70150.0,1150.0,61.0,2.0,2.0,0.0,0,0,0,0,OTHER GOKULDHAM
287,DB WOODS,GOKULDHAM,70400.0,800.0,88.0,2.0,2.0,0.5,0,1,1,1,DB WOODS GOKULDHAM
288,DB WOODS,GOREGAON EAST,69720.0,830.0,84.0,2.0,2.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
289,CHANDAK PALOMA,VISHVESHWAR NAGAR,69840.0,776.0,90.0,3.0,2.0,0.0,0,0,0,1,CHANDAK PALOMA VISHVESHWAR NAGAR
290,JYOTI SUKRITI,GOKULDHAM,69560.0,940.0,74.0,3.0,3.0,0.0,0,0,1,1,JYOTI SUKRITI GOKULDHAM
291,VASANT GALAXY,BANGUR NAGAR,69600.0,1200.0,58.0,3.0,3.0,0.0,1,1,1,1,VASANT GALAXY BANGUR NAGAR
292,ROMELL AETHER,GOREGAON EAST,69700.0,850.0,82.0,2.0,2.0,1.0,0,0,1,0,ROMELL AETHER GOREGAON EAST
293,JP DECKS BLUE,GOREGAON EAST,69700.0,850.0,82.0,2.0,2.0,0.5,0,1,1,1,JP DECKS BLUE GOREGAON EAST
294,JP DECKS BLUE,GOKULDHAM,70310.0,890.0,79.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
295,OTHER,GOREGAON WEST,69720.0,1245.0,56.0,3.0,3.0,0.0,0,0,0,0,OTHER GOREGAON WEST
296,JP DECKS BLUE,GOREGAON EAST,69955.0,823.0,85.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
297,RUSHI HEIGHTS,GOREGAON EAST,70300.0,950.0,74.0,3.0,3.0,0.0,1,1,1,1,RUSHI HEIGHTS GOREGAON EAST
298,WADHWA ANMOL TOWER,GOREGAON WEST,70300.0,950.0,74.0,3.0,3.0,1.0,1,1,1,1,WADHWA ANMOL TOWER GOREGAON WEST
299,DB WOODS,GOREGAON EAST,58650.0,1150.0,51.0,2.0,2.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
300,CHANDAK PALOMA,GOREGAON EAST,69120.0,1280.0,54.0,3.0,2.0,0.5,0,0,0,1,CHANDAK PALOMA GOREGAON EAST
301,CHANDAK PALOMA,GOREGAON EAST,68750.0,1250.0,55.0,3.0,2.0,0.5,0,0,0,1,CHANDAK PALOMA GOREGAON EAST
302,OBEROI WOODS,GOREGAON EAST,69480.0,965.0,72.0,2.0,2.0,0.0,1,1,1,1,OBEROI WOODS GOREGAON EAST
303,SUNTECK CITY AVENUE II,MOTILAL NAGAR,68400.0,900.0,76.0,3.0,3.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II MOTILAL NAGAR
304,SUNTECK CITY,GOREGAON WEST,68400.0,900.0,76.0,3.0,3.0,0.0,0,0,1,1,SUNTECK CITY GOREGAON WEST
305,JP DECKS BLUE,GOKULDHAM,68320.0,854.0,80.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
306,JP DECKS BLUE,GOKULDHAM,68000.0,850.0,80.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
307,WADHWA ANMOL FORTUNE,GOREGAON WEST,68154.0,921.0,74.0,3.0,2.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE GOREGAON WEST
308,WADHWA ANMOL FORTUNE,GOREGAON WEST,68450.0,925.0,74.0,3.0,3.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE GOREGAON WEST
309,ROMELL AETHER,GOREGAON EAST,67022.0,713.0,94.0,2.0,2.0,1.0,0,0,1,0,ROMELL AETHER GOREGAON EAST
310,SUNTECK CITY AVENUE II,GOREGAON WEST,66600.0,900.0,74.0,3.0,3.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
311,JP DECKS BLUE,GOKULDHAM,66755.0,845.0,79.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
312,JP DECKS BLUE,GOKULDHAM,67150.0,850.0,79.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
313,CHANDAK STELLA,GOREGAON WEST,66956.0,881.0,76.0,3.0,3.0,0.0,0,1,0,1,CHANDAK STELLA GOREGAON WEST
314,SWAPNALOK TOWER,GOREGAON EAST,67450.0,950.0,71.0,3.0,3.0,1.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
315,WADHWA ANMOL FORTUNE,GOREGAON WEST,66312.0,921.0,72.0,3.0,2.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE GOREGAON WEST
316,SWAPNALOK TOWER,GOREGAON EAST,66304.0,896.0,74.0,3.0,3.0,0.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
317,SUNTECK CITY AVENUE,GOREGAON WEST,64950.0,866.0,75.0,2.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
318,SUNTECK CITY AVENUE,GOREGAON WEST,65160.0,905.0,72.0,2.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
319,KARWA MANAV MANDIR,GOREGAON WEST,64800.0,1200.0,54.0,4.0,4.0,0.0,1,1,0,0,KARWA MANAV MANDIR GOREGAON WEST
320,KABRA AURUM,GOREGAON WEST,64800.0,1200.0,54.0,3.0,3.0,0.5,1,1,1,1,KABRA AURUM GOREGAON WEST
321,SUNTECK CITY AVENUE,GOREGAON WEST,65160.0,905.0,72.0,2.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
322,KABRA AURUM,GOREGAON WEST,64600.0,950.0,68.0,3.0,3.0,0.0,1,1,1,1,KABRA AURUM GOREGAON WEST
323,SUNTECK CITY AVENUE II,MOTILAL NAGAR,64800.0,900.0,72.0,3.0,3.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II MOTILAL NAGAR
324,SUNTECK CITY AVENUE II,GOREGAON WEST,64800.0,900.0,72.0,3.0,3.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
325,ASPEN GARDEN,CAMA INDUSTRIAL ESTATE,65100.0,1050.0,62.0,3.0,3.0,0.0,1,1,1,1,ASPEN GARDEN CAMA INDUSTRIAL ESTATE
326,SHIVAM,GOREGAON WEST,64500.0,1500.0,43.0,2.0,2.0,0.0,0,0,0,0,SHIVAM GOREGAON WEST
327,JP DECKS BLUE,GOREGAON EAST,64680.0,840.0,77.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
328,SWAPNALOK TOWER,GOREGAON EAST,65320.0,920.0,71.0,3.0,3.0,0.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
329,JP DECKS BLUE,FILM CITY ROAD,64800.0,900.0,72.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE FILM CITY ROAD
330,JYOTI SUKRITI,GOREGAON EAST,64584.0,897.0,72.0,3.0,3.0,0.0,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
331,SUNTECK CITY AVENUE,GOREGAON WEST,64875.0,865.0,75.0,2.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
332,SUNTECK CITY AVENUE,GOREGAON WEST,64950.0,866.0,75.0,2.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
333,JYOTI SUKRITI,GOREGAON EAST,64930.0,755.0,86.0,2.0,2.0,1.0,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
334,JP DECKS BLUE,GOKULDHAM,64600.0,850.0,76.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
335,MAHINDRA GARDEN,GOREGAON WEST,64800.0,900.0,72.0,2.0,2.0,0.5,1,0,1,1,MAHINDRA GARDEN GOREGAON WEST
336,JP DECKS BLUE,GOREGAON EAST,65120.0,880.0,74.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
337,JP DECKS BLUE,FILM CITY ROAD,64740.0,780.0,83.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE FILM CITY ROAD
338,VEDANT GOREGAON GANESH CHS,GOREGAON WEST,65000.0,1000.0,65.0,3.0,3.0,0.5,0,0,0,0,VEDANT GOREGAON GANESH CHS GOREGAON WEST
339,JP DECKS BLUE,GOKULDHAM,64600.0,850.0,76.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
340,JP DECKS BLUE,GOREGAON EAST,64906.0,782.0,83.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
341,JP DECKS BLUE,GOKULDHAM,64600.0,850.0,76.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
342,JP DECKS BLUE,GOKULDHAM,64680.0,840.0,77.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
343,SUNTECK CITY AVENUE,GOREGAON WEST,64800.0,900.0,72.0,3.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
344,JP DECKS BLUE,GOREGAON EAST,64740.0,830.0,78.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
345,SWAPNALOK TOWER,GOREGAON EAST,64800.0,900.0,72.0,3.0,3.0,0.0,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
346,RAHEJA RIDGEWOOD,BIMBISAR NAGAR,64876.0,662.0,98.0,2.0,2.0,1.0,0,0,1,1,RAHEJA RIDGEWOOD BIMBISAR NAGAR
347,RAHEJA SOLITIARE,GOREGAON WEST,65250.0,750.0,87.0,2.0,2.0,0.5,1,1,0,1,RAHEJA SOLITIARE GOREGAON WEST
348,SATELLITE ROYALE,GOREGAON EAST,65250.0,750.0,87.0,2.0,2.0,1.0,1,1,0,1,SATELLITE ROYALE GOREGAON EAST
349,JP DECKS BLUE,GOKULDHAM,65250.0,750.0,87.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
350,JYOTI SUKRITI,GOKULDHAM,65250.0,750.0,87.0,2.0,2.0,0.0,0,0,1,1,JYOTI SUKRITI GOKULDHAM
351,OTHER,VISHVESHWAR NAGAR,64962.0,802.0,81.0,3.0,2.0,0.0,0,0,0,0,OTHER VISHVESHWAR NAGAR
352,LALANI VELENTINE APARTMENT CHS,GOREGAON EAST,65025.0,765.0,85.0,2.0,2.0,1.0,0,0,0,0,LALANI VELENTINE APARTMENT CHS GOREGAON EAST
353,SUNTECK CITY AVENUE,GOREGAON WEST,65360.0,860.0,76.0,2.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
354,RUSTOMJEE OZONE,GOREGAON WEST,64800.0,800.0,81.0,2.0,2.0,0.0,1,1,1,1,RUSTOMJEE OZONE GOREGAON WEST
355,RUSTOMJEE OZONE,GOREGAON WEST,64800.0,800.0,81.0,2.0,2.0,0.0,1,1,1,1,RUSTOMJEE OZONE GOREGAON WEST
356,ROMELL AETHER,GOREGAON EAST,65320.0,710.0,92.0,2.0,2.0,0.0,0,0,1,0,ROMELL AETHER GOREGAON EAST
357,WADHWA ANMOL FORTUNE,MOTILAL NAGAR,64800.0,800.0,81.0,3.0,2.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE MOTILAL NAGAR
358,OTHER,AZAD NAGAR,63827.0,769.0,83.0,2.0,2.0,0.0,0,0,0,0,OTHER AZAD NAGAR
